page_key,page_number,printed_page_label,content_type,disposition,section,title_guess,statement_class,table_candidate,table_family,text_extraction_method,embedded_character_count,ocr_character_count,ocr_word_count,ocr_mean_confidence,ocr_rotation_degrees,amount_token_count,numeric_line_count,periods,continuation_candidate,continuation_of_page_key,confidence,review_reasons
ctown_fs_city_sa_2023_12_31_audited_p001,1,,cover,administrative_front_matter,Front matter,CITY OF CHARLOTTETOWN,,False,,ocr_full_page,0,88,11,93.75,0,0,1,"[""2023""]",False,,high,[]
ctown_fs_city_sa_2023_12_31_audited_p002,2,,index,administrative_front_matter,Front matter,CONTENTS,,False,,ocr_full_page,0,288,41,95.33,0,0,1,[],False,,high,[]
ctown_fs_city_sa_2023_12_31_audited_p003,3,,management_responsibility,administrative_front_matter,Front matter,MANAGEMENT'S RESPONSIBILITY FOR THE FINANCIAL STATEMENTS,,False,,ocr_full_page,0,1669,232,96.41,0,0,1,"[""2024""]",False,,medium,[]
ctown_fs_city_sa_2023_12_31_audited_p004,4,,auditor_report,administrative_front_matter,Auditor report,INDEPENDENT AUDITOR'S REPORT,,False,,ocr_full_page,0,3400,502,96.49,0,0,2,"[""2023""]",False,,medium,[]
ctown_fs_city_sa_2023_12_31_audited_p005,5,,auditor_report,administrative_front_matter,Auditor report,"° Identify and assess the risks of material misstatement of the financial statements, whether due to",,False,,ocr_full_page,0,2201,336,93.99,0,0,1,"[""2024""]",False,,medium,[]
ctown_fs_city_sa_2023_12_31_audited_p006,6,,financial_statement,financial_table_candidate,Primary statements,ee |,financial_position,True,financial_position,ocr_full_page,0,760,112,85.82,0,20,13,"[""2022"", ""2023""]",False,,high,[]
ctown_fs_city_sa_2023_12_31_audited_p007,7,,financial_statement,financial_table_candidate,Primary statements,CITY OF CHARLOTTETOWN SUPERANNUATION PLAN,changes_in_net_assets_available_for_benefits,True,changes_in_net_assets_available_for_benefits,ocr_full_page,0,1093,159,93.6,0,34,21,"[""2022"", ""2023""]",False,,high,[]
ctown_fs_city_sa_2023_12_31_audited_p008,8,3,financial_statement,financial_table_candidate,Primary statements,CITY OF CHARLOTTETOWN SUPERANNUATION PLAN,changes_in_pension_obligations,True,changes_in_pension_obligations,ocr_full_page,0,636,87,93.2,0,15,11,"[""2022"", ""2023""]",False,,high,[]
ctown_fs_city_sa_2023_12_31_audited_p009,9,,notes,financial_table_candidate,Notes,CITY OF CHARLOTTETOWN SUPERANNUATION PLAN,,True,note_disclosure_table,ocr_full_page,0,2816,463,96.02,0,0,6,"[""1949"", ""2023""]",False,,medium,[]
ctown_fs_city_sa_2023_12_31_audited_p010,10,,notes,financial_table_candidate,Notes,"ee,",,True,note_disclosure_table,ocr_full_page,0,3516,568,96.16,0,0,10,"[""2023""]",True,ctown_fs_city_sa_2023_12_31_audited_p009,medium,[]
ctown_fs_city_sa_2023_12_31_audited_p011,11,,notes,financial_table_candidate,Notes,CITY OF CHARLOTTETOWN SUPERANNUATION PLAN,,True,note_disclosure_table,ocr_full_page,0,3475,546,95.86,0,0,4,"[""2022"", ""2023""]",True,ctown_fs_city_sa_2023_12_31_audited_p010,medium,[]
ctown_fs_city_sa_2023_12_31_audited_p012,12,,notes,financial_table_candidate,Notes,a ee ee |,,True,note_disclosure_table,ocr_full_page,0,2857,434,95.62,0,0,3,"[""2022"", ""2023""]",True,ctown_fs_city_sa_2023_12_31_audited_p011,medium,[]
ctown_fs_city_sa_2023_12_31_audited_p013,13,,notes,financial_table_candidate,Notes,——————————,,True,note_disclosure_table,ocr_full_page,0,1414,211,94.49,0,33,15,"[""2022"", ""2023""]",True,ctown_fs_city_sa_2023_12_31_audited_p012,medium,[]
ctown_fs_city_sa_2023_12_31_audited_p014,14,,notes,financial_table_candidate,Notes,_——————— ———————————————,,True,note_disclosure_table,ocr_full_page,0,2139,339,91.74,0,46,28,"[""2022"", ""2023""]",True,ctown_fs_city_sa_2023_12_31_audited_p013,medium,[]
ctown_fs_city_sa_2023_12_31_audited_p015,15,,notes,financial_table_candidate,Notes,CITY OF CHARLOTTETOWN SUPERANNUATION PLAN,,True,note_disclosure_table,ocr_full_page,0,1880,284,95.04,0,21,19,"[""2022"", ""2023"", ""2025""]",True,ctown_fs_city_sa_2023_12_31_audited_p014,medium,[]
ctown_fs_city_sa_2023_12_31_audited_p016,16,,notes,financial_table_candidate,Notes,CITY OF CHARLOTTETOWN SUPERANNUATION PLAN,,True,note_disclosure_table,ocr_full_page,0,1256,194,94.86,0,0,5,"[""2023""]",True,ctown_fs_city_sa_2023_12_31_audited_p015,medium,[]
ctown_fs_city_sa_2023_12_31_audited_p017,17,,notes,financial_table_candidate,Notes,a ee,,True,note_disclosure_table,ocr_full_page,0,3300,529,95.93,0,0,5,"[""2022"", ""2023""]",True,ctown_fs_city_sa_2023_12_31_audited_p016,medium,[]
ctown_fs_city_sa_2023_12_31_audited_p018,18,,notes,financial_table_candidate,Notes,CITY OF CHARLOTTETOWN SUPERANNUATION PLAN,,True,note_disclosure_table,ocr_full_page,0,1637,264,95.99,0,0,4,"[""2022"", ""2023""]",True,ctown_fs_city_sa_2023_12_31_audited_p017,medium,[]
