page_key,page_number,printed_page_label,content_type,disposition,section,title_guess,statement_class,table_candidate,table_family,text_extraction_method,embedded_character_count,ocr_character_count,ocr_word_count,ocr_mean_confidence,ocr_rotation_degrees,amount_token_count,numeric_line_count,periods,continuation_candidate,continuation_of_page_key,confidence,review_reasons
ctown_fs_city_2024_03_31_audited_p001,1,,cover,administrative_front_matter,Front matter,CITY OF CHARLOTTETOWN,,False,,ocr_full_page,0,79,10,90.77,0,0,1,"[""2024""]",False,,high,[]
ctown_fs_city_2024_03_31_audited_p002,2,,index,administrative_front_matter,Front matter,CONTENTS,,False,,ocr_full_page,0,402,54,94.0,0,0,2,[],False,,high,[]
ctown_fs_city_2024_03_31_audited_p003,3,,management_responsibility,administrative_front_matter,Front matter,MANAGEMENT'S RESPONSIBILITY FOR THE CONSOLIDATED FINANCIAL STATEMENTS,,False,,ocr_full_page,0,2030,282,94.6,0,0,1,"[""2024""]",False,,medium,[]
ctown_fs_city_2024_03_31_audited_p004,4,,auditor_report,administrative_front_matter,Auditor report,INDEPENDENT AUDITOR'S REPORT,,False,,ocr_full_page,0,2443,359,96.33,0,0,2,"[""2024""]",False,,medium,[]
ctown_fs_city_2024_03_31_audited_p005,5,,auditor_report,administrative_front_matter,Auditor report,Auditor's Responsibilities for the Audit of the Consolidated Financial Statements,,False,,ocr_full_page,0,3235,482,94.84,0,0,1,"[""2024""]",False,,medium,[]
ctown_fs_city_2024_03_31_audited_p006,6,,financial_statement,financial_table_candidate,Primary statements,reece |,financial_position,True,financial_position,ocr_full_page,0,1472,206,92.18,0,44,27,"[""2023"", ""2024""]",False,,high,[]
ctown_fs_city_2024_03_31_audited_p007,7,2,financial_statement,financial_table_candidate,Primary statements,CITY OF CHARLOTTETOWN,operations,True,operations,ocr_full_page,0,2255,289,94.36,0,103,41,"[""2023"", ""2024""]",False,,high,[]
ctown_fs_city_2024_03_31_audited_p008,8,,financial_statement,financial_table_candidate,Primary statements,en aera,changes_in_net_debt,True,changes_in_net_debt,ocr_full_page,0,950,141,91.77,0,30,15,"[""2023"", ""2024""]",False,,high,[]
ctown_fs_city_2024_03_31_audited_p009,9,,financial_statement,financial_table_candidate,Primary statements,ee re,cash_flow,True,cash_flow,ocr_full_page,0,1902,257,93.31,0,57,32,"[""2023"", ""2024""]",False,,high,[]
ctown_fs_city_2024_03_31_audited_p010,10,,notes,financial_note_narrative,Notes,ran crc,,False,,ocr_full_page,0,2803,404,95.93,0,0,1,"[""2024""]",False,,medium,[]
ctown_fs_city_2024_03_31_audited_p011,11,,notes,financial_note_narrative,Notes,i rr NN er cee ne),,False,,ocr_full_page,0,2479,353,94.45,0,0,2,"[""1998"", ""2024""]",False,,medium,[]
ctown_fs_city_2024_03_31_audited_p012,12,,notes,financial_table_candidate,Notes,CITY OF CHARLOTTETOWN,,True,note_disclosure_table,ocr_full_page,0,2209,349,95.98,0,0,3,"[""2024""]",False,,medium,[]
ctown_fs_city_2024_03_31_audited_p013,13,,notes,financial_table_candidate,Notes,ena eee),,True,note_disclosure_table,ocr_full_page,0,2404,365,94.8,0,1,9,"[""2024""]",True,ctown_fs_city_2024_03_31_audited_p012,medium,[]
ctown_fs_city_2024_03_31_audited_p014,14,,notes,financial_note_narrative,Notes,ESSE,,False,,ocr_full_page,0,2521,383,96.03,0,0,1,"[""2024""]",False,,medium,[]
ctown_fs_city_2024_03_31_audited_p015,15,10,notes,financial_table_candidate,Notes,CITY OF CHARLOTTETOWN,,True,note_disclosure_table,ocr_full_page,0,2911,426,94.73,0,18,14,"[""2023"", ""2024""]",False,,medium,[]
ctown_fs_city_2024_03_31_audited_p016,16,,notes,financial_table_candidate,Notes,a aa,,True,note_disclosure_table,ocr_full_page,0,1705,248,93.35,0,39,23,"[""2023"", ""2024""]",True,ctown_fs_city_2024_03_31_audited_p015,medium,[]
ctown_fs_city_2024_03_31_audited_p017,17,,notes,financial_table_candidate,Notes,CITY OF CHARLOTTETOWN,,True,note_disclosure_table,ocr_full_page,0,1371,183,91.1,0,42,27,"[""2023"", ""2024""]",True,ctown_fs_city_2024_03_31_audited_p016,medium,[]
ctown_fs_city_2024_03_31_audited_p018,18,13,notes,financial_table_candidate,Notes,CITY OF CHARLOTTETOWN,,True,note_disclosure_table,ocr_full_page,0,2291,352,95.09,0,26,21,"[""2023"", ""2024"", ""2026""]",True,ctown_fs_city_2024_03_31_audited_p017,medium,[]
ctown_fs_city_2024_03_31_audited_p019,19,,notes,financial_table_candidate,Notes,ieee ae ree,,True,note_disclosure_table,ocr_full_page,0,2728,438,94.05,0,4,22,"[""2000"", ""2022"", ""2024"", ""2025""]",True,ctown_fs_city_2024_03_31_audited_p018,medium,[]
ctown_fs_city_2024_03_31_audited_p020,20,,notes,financial_table_candidate,Notes,ee i,,True,note_disclosure_table,ocr_full_page,0,1693,230,93.04,0,50,28,"[""2023"", ""2024""]",True,ctown_fs_city_2024_03_31_audited_p019,medium,[]
ctown_fs_city_2024_03_31_audited_p021,21,,notes,financial_table_candidate,Notes,a ee ee,,True,note_disclosure_table,ocr_full_page,0,1914,279,93.13,0,52,30,"[""2023"", ""2024""]",True,ctown_fs_city_2024_03_31_audited_p020,medium,[]
ctown_fs_city_2024_03_31_audited_p022,22,,notes,financial_table_candidate,Notes,CITY OF CHARLOTTETOWN,,True,note_disclosure_table,ocr_full_page,0,2762,422,95.62,0,34,22,"[""2023"", ""2024""]",True,ctown_fs_city_2024_03_31_audited_p021,medium,[]
ctown_fs_city_2024_03_31_audited_p023,23,,notes,financial_table_candidate,Notes,eNO,,True,note_disclosure_table,ocr_full_page,0,2930,431,93.76,0,2,20,"[""2016"", ""2023"", ""2024""]",True,ctown_fs_city_2024_03_31_audited_p022,medium,[]
ctown_fs_city_2024_03_31_audited_p024,24,,notes,financial_table_candidate,Notes,CITY OF CHARLOTTETOWN,,True,note_disclosure_table,ocr_full_page,0,1421,215,94.08,0,32,24,"[""2015"", ""2023"", ""2024""]",True,ctown_fs_city_2024_03_31_audited_p023,medium,[]
