source_id,height_lidar_m,height_lidar_method,height_lidar_confidence,height_lidar_status,height_lidar_source_tiles,height_lidar_point_count,height_lidar_roof_m,height_lidar_ground_m,height_lidar_updated_at,height_lidar_provenance
494,11.02,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},1373,22.398,11.381,2026-05-06T22:11:50.701947+00:00,"{""area_m2"": 219.415, ""ground_buffer_m"": 3, ""ground_p50_m"": 11.896, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 21.408, ""roof_p98_m"": 22.995, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
495,8.88,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},1803,19.7,10.825,2026-05-06T22:11:50.702261+00:00,"{""area_m2"": 181.077, ""ground_buffer_m"": 3, ""ground_p50_m"": 11.475, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 19.563, ""roof_p98_m"": 19.766, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
496,8.95,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},1964,19.387,10.44,2026-05-06T22:11:50.702574+00:00,"{""area_m2"": 197.409, ""ground_buffer_m"": 3, ""ground_p50_m"": 11.264, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 19.27, ""roof_p98_m"": 19.444, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
497,10.62,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},1842,21.006,10.39,2026-05-06T22:11:50.702890+00:00,"{""area_m2"": 201.138, ""ground_buffer_m"": 3, ""ground_p50_m"": 11.061, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 20.706, ""roof_p98_m"": 22.198, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
498,12.77,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},2111,23.056,10.282,2026-05-06T22:11:50.703213+00:00,"{""area_m2"": 217.999, ""ground_buffer_m"": 3, ""ground_p50_m"": 10.871, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 21.661, ""roof_p98_m"": 32.705, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
499,6.54,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},5736,15.192,8.657,2026-05-06T22:11:50.703604+00:00,"{""area_m2"": 560.292, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.009, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 14.935, ""roof_p98_m"": 15.345, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
500,9.24,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},744,17.911,8.674,2026-05-06T22:11:50.703904+00:00,"{""area_m2"": 100.059, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.028, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 17.751, ""roof_p98_m"": 18.361, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
501,10.23,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},1547,18.816,8.583,2026-05-06T22:11:50.704207+00:00,"{""area_m2"": 167.037, ""ground_buffer_m"": 3, ""ground_p50_m"": 8.762, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 18.617, ""roof_p98_m"": 19.808, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
502,12.74,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},2039,21.217,8.474,2026-05-06T22:11:50.704518+00:00,"{""area_m2"": 201.129, ""ground_buffer_m"": 3, ""ground_p50_m"": 8.773, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 20.021, ""roof_p98_m"": 27.829, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
503,20.9,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},1545,29.408,8.509,2026-05-06T22:11:50.704833+00:00,"{""area_m2"": 171.798, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.094, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 28.298, ""roof_p98_m"": 30.181, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
504,10.84,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},2007,18.184,7.341,2026-05-06T22:11:50.705150+00:00,"{""area_m2"": 238.516, ""ground_buffer_m"": 3, ""ground_p50_m"": 8.044, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 18.152, ""roof_p98_m"": 18.214, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
505,9.8,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},989,17.423,7.62,2026-05-06T22:11:50.705454+00:00,"{""area_m2"": 101.93, ""ground_buffer_m"": 3, ""ground_p50_m"": 8.111, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 17.271, ""roof_p98_m"": 17.721, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
506,15.32,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},1107,22.791,7.469,2026-05-06T22:11:50.705767+00:00,"{""area_m2"": 103.79, ""ground_buffer_m"": 3, ""ground_p50_m"": 7.729, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 18.044, ""roof_p98_m"": 24.214, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
507,16.08,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},1599,22.535,6.457,2026-05-06T22:11:50.706083+00:00,"{""area_m2"": 134.012, ""ground_buffer_m"": 3, ""ground_p50_m"": 7.08, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 21.644, ""roof_p98_m"": 23.524, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
508,11.38,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},1089,18.588,7.213,2026-05-06T22:11:50.706383+00:00,"{""area_m2"": 109.48, ""ground_buffer_m"": 3, ""ground_p50_m"": 7.49, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 18.396, ""roof_p98_m"": 18.642, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
509,8.77,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},1471,14.777,6.004,2026-05-06T22:11:50.706689+00:00,"{""area_m2"": 143.956, ""ground_buffer_m"": 3, ""ground_p50_m"": 6.255, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 14.519, ""roof_p98_m"": 15.465, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
510,17.16,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},1189,22.93,5.768,2026-05-06T22:11:50.706997+00:00,"{""area_m2"": 134.742, ""ground_buffer_m"": 3, ""ground_p50_m"": 5.906, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 20.411, ""roof_p98_m"": 24.518, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
511,7.9,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},1213,14.1,6.201,2026-05-06T22:11:50.707298+00:00,"{""area_m2"": 125.575, ""ground_buffer_m"": 3, ""ground_p50_m"": 6.45, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 13.964, ""roof_p98_m"": 14.257, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
512,9.41,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},594,15.346,5.937,2026-05-06T22:11:50.707600+00:00,"{""area_m2"": 62.032, ""ground_buffer_m"": 3, ""ground_p50_m"": 6.115, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.108, ""roof_p98_m"": 15.467, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
513,8.35,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},1761,17.686,9.338,2026-05-06T22:11:50.707909+00:00,"{""area_m2"": 182.945, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.827, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 17.565, ""roof_p98_m"": 17.745, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
514,11.49,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},3322,18.194,6.703,2026-05-06T22:11:50.708257+00:00,"{""area_m2"": 367.654, ""ground_buffer_m"": 3, ""ground_p50_m"": 7.127, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 17.886, ""roof_p98_m"": 18.6, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
515,7.62,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},804,13.695,6.075,2026-05-06T22:11:50.708553+00:00,"{""area_m2"": 66.265, ""ground_buffer_m"": 3, ""ground_p50_m"": 6.5, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 13.384, ""roof_p98_m"": 13.804, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
516,12.31,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},1568,17.645,5.33,2026-05-06T22:11:50.708859+00:00,"{""area_m2"": 211.421, ""ground_buffer_m"": 3, ""ground_p50_m"": 5.573, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 17.031, ""roof_p98_m"": 17.858, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
517,9.55,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},998,15.161,5.609,2026-05-06T22:11:50.709157+00:00,"{""area_m2"": 88.271, ""ground_buffer_m"": 3, ""ground_p50_m"": 5.767, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.134, ""roof_p98_m"": 15.185, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
518,7.1,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},945,15.675,8.571,2026-05-06T22:11:50.709454+00:00,"{""area_m2"": 91.352, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.081, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.239, ""roof_p98_m"": 15.896, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
519,9.27,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},1288,17.413,8.148,2026-05-06T22:11:50.709769+00:00,"{""area_m2"": 133.751, ""ground_buffer_m"": 3, ""ground_p50_m"": 8.762, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 17.204, ""roof_p98_m"": 17.509, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
520,7.74,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},760,15.53,7.793,2026-05-06T22:11:50.710066+00:00,"{""area_m2"": 61.962, ""ground_buffer_m"": 3, ""ground_p50_m"": 8.102, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.33, ""roof_p98_m"": 15.697, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
521,10.53,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},1328,17.823,7.294,2026-05-06T22:11:50.710420+00:00,"{""area_m2"": 109.506, ""ground_buffer_m"": 3, ""ground_p50_m"": 7.829, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 17.553, ""roof_p98_m"": 17.996, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
522,10.88,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},1379,17.708,6.825,2026-05-06T22:11:50.710740+00:00,"{""area_m2"": 164.648, ""ground_buffer_m"": 3, ""ground_p50_m"": 7.257, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 17.476, ""roof_p98_m"": 17.8, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
523,10.05,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},952,16.624,6.578,2026-05-06T22:11:50.711045+00:00,"{""area_m2"": 94.641, ""ground_buffer_m"": 3, ""ground_p50_m"": 7.233, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 16.351, ""roof_p98_m"": 16.788, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
524,10.3,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},789,16.745,6.443,2026-05-06T22:11:50.711341+00:00,"{""area_m2"": 80.541, ""ground_buffer_m"": 3, ""ground_p50_m"": 7.091, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 16.243, ""roof_p98_m"": 16.986, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
525,10.64,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},855,16.955,6.319,2026-05-06T22:11:50.711648+00:00,"{""area_m2"": 85.418, ""ground_buffer_m"": 3, ""ground_p50_m"": 6.527, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 16.559, ""roof_p98_m"": 17.188, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
526,9.57,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},1079,15.735,6.16,2026-05-06T22:11:50.711953+00:00,"{""area_m2"": 91.94, ""ground_buffer_m"": 3, ""ground_p50_m"": 6.393, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.106, ""roof_p98_m"": 16.489, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
527,15.39,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},2411,24.064,8.672,2026-05-06T22:11:50.712274+00:00,"{""area_m2"": 290.538, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.21, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 24.0, ""roof_p98_m"": 24.099, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
528,8.53,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},4007,14.407,5.879,2026-05-06T22:11:50.712620+00:00,"{""area_m2"": 471.281, ""ground_buffer_m"": 3, ""ground_p50_m"": 6.256, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 14.331, ""roof_p98_m"": 14.453, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
529,12.28,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},2978,21.906,9.625,2026-05-06T22:11:50.712958+00:00,"{""area_m2"": 310.278, ""ground_buffer_m"": 3, ""ground_p50_m"": 10.1, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 21.504, ""roof_p98_m"": 22.071, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
530,9.57,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},1577,19.311,9.744,2026-05-06T22:11:50.713349+00:00,"{""area_m2"": 144.988, ""ground_buffer_m"": 3, ""ground_p50_m"": 10.217, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 19.122, ""roof_p98_m"": 19.381, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
531,8.23,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},1045,16.829,8.6,2026-05-06T22:11:50.713849+00:00,"{""area_m2"": 135.519, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.265, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 16.663, ""roof_p98_m"": 16.986, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
532,11.74,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},1055,19.814,8.075,2026-05-06T22:11:50.714227+00:00,"{""area_m2"": 136.412, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.255, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 19.618, ""roof_p98_m"": 20.669, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
533,12.23,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},1417,19.787,7.561,2026-05-06T22:11:50.714639+00:00,"{""area_m2"": 165.893, ""ground_buffer_m"": 3, ""ground_p50_m"": 7.883, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 19.601, ""roof_p98_m"": 20.595, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
534,9.51,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},1957,16.037,6.527,2026-05-06T22:11:50.715051+00:00,"{""area_m2"": 204.472, ""ground_buffer_m"": 3, ""ground_p50_m"": 7.062, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.838, ""roof_p98_m"": 16.187, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
535,12.63,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},2165,21.456,8.828,2026-05-06T22:11:50.715377+00:00,"{""area_m2"": 220.88, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.392, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 20.88, ""roof_p98_m"": 21.991, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
536,8.72,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},1305,16.751,8.033,2026-05-06T22:11:50.715694+00:00,"{""area_m2"": 135.519, ""ground_buffer_m"": 3, ""ground_p50_m"": 8.729, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 16.444, ""roof_p98_m"": 16.912, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
537,9.34,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},736,17.234,7.889,2026-05-06T22:11:50.716000+00:00,"{""area_m2"": 74.882, ""ground_buffer_m"": 3, ""ground_p50_m"": 8.362, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 17.084, ""roof_p98_m"": 17.439, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
538,8.71,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},1043,15.934,7.225,2026-05-06T22:11:50.716343+00:00,"{""area_m2"": 113.431, ""ground_buffer_m"": 3, ""ground_p50_m"": 7.668, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.787, ""roof_p98_m"": 16.003, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
539,9.75,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},834,14.881,5.134,2026-05-06T22:11:50.716643+00:00,"{""area_m2"": 77.183, ""ground_buffer_m"": 3, ""ground_p50_m"": 5.398, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 14.801, ""roof_p98_m"": 14.936, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
540,8.72,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},1239,13.351,4.629,2026-05-06T22:11:50.716959+00:00,"{""area_m2"": 125.723, ""ground_buffer_m"": 3, ""ground_p50_m"": 4.843, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 13.063, ""roof_p98_m"": 13.499, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
541,8.87,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},954,13.738,4.868,2026-05-06T22:11:50.717260+00:00,"{""area_m2"": 73.716, ""ground_buffer_m"": 3, ""ground_p50_m"": 4.999, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 13.487, ""roof_p98_m"": 13.879, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
542,7.25,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_390000_687000.copc.laz},991,12.19,4.942,2026-05-06T22:11:50.717571+00:00,"{""area_m2"": 86.726, ""ground_buffer_m"": 3, ""ground_p50_m"": 5.102, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 12.11, ""roof_p98_m"": 13.667, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
